,ABEV3 BZ EQUITY,ELET6 BZ EQUITY,BPAC11 BZ EQUITY,CSMG3 BZ EQUITY,FLRY3 BZ EQUITY,CCRO3 BZ EQUITY,CSNA3 BZ EQUITY,AZUL4 BZ EQUITY,EMBR3 BZ EQUITY,GFSA3 BZ EQUITY,CESP6 BZ EQUITY,BRAP4 BZ EQUITY,B3SA3 BZ EQUITY,ENAT3 BZ EQUITY,CIEL3 BZ EQUITY,GGBR4 BZ EQUITY,BRDT3 BZ EQUITY,CVCB3 BZ EQUITY,ENBR3 BZ EQUITY,BRFS3 BZ EQUITY,GNDI3 BZ EQUITY,BBAS3 BZ EQUITY,CMIG3 BZ EQUITY,CYRE3 BZ EQUITY,BRKM5 BZ EQUITY,ENGI11 BZ EQUITY,BBDC3 BZ EQUITY,CMIG4 BZ EQUITY,DTEX3 BZ EQUITY,GOAU4 BZ EQUITY,EQTL3 BZ EQUITY,BRML3 BZ EQUITY,BBDC4 BZ EQUITY,ECOR3 BZ EQUITY,CPLE6 BZ EQUITY,GOLL4 BZ EQUITY,YDUQ3 BZ EQUITY,EGIE3 BZ EQUITY,BRSR6 BZ EQUITY,CRFB3 BZ EQUITY,BBSE3 BZ EQUITY,EZTC3 BZ EQUITY,HAPV3 BZ EQUITY,BEEF3 BZ EQUITY,BTOW3 BZ EQUITY,CSAN3 BZ EQUITY,ELET3 BZ EQUITY,HGTX3 BZ EQUITY,HYPE3 BZ EQUITY,LAME4 BZ EQUITY,MULT3 BZ EQUITY,SEER3 BZ EQUITY,QUAL3 BZ EQUITY,TIET11 BZ EQUITY,IGTA3 BZ EQUITY,LIGT3 BZ EQUITY,RADL3 BZ EQUITY,TIMP3 BZ EQUITY,SLCE3 BZ EQUITY,MYPK3 BZ EQUITY,IRBR3 BZ EQUITY,RAIL3 BZ EQUITY,LINX3 BZ EQUITY,SMLS3 BZ EQUITY,NTCO3 BZ EQUITY,TOTS3 BZ EQUITY,ITSA4 BZ EQUITY,LREN3 BZ EQUITY,SMTO3 BZ EQUITY,ODPV3 BZ EQUITY,TRPL4 BZ EQUITY,RAPT4 BZ EQUITY,ITUB4 BZ EQUITY,MDIA3 BZ EQUITY,PETR3 BZ EQUITY,SULA11 BZ EQUITY,TUPY3 BZ EQUITY,RENT3 BZ EQUITY,MGLU3 BZ EQUITY,JBSS3 BZ EQUITY,SUZB3 BZ EQUITY,PETR4 BZ EQUITY,UGPA3 BZ EQUITY,SANB11 BZ EQUITY,MRFG3 BZ EQUITY,TAEE11 BZ EQUITY,POMO4 BZ EQUITY,USIM5 BZ EQUITY,SAPR11 BZ EQUITY,MRVE3 BZ EQUITY,KLBN11 BZ EQUITY,TEND3 BZ EQUITY,VALE3 BZ EQUITY,COGN3 BZ EQUITY,VIVT4 BZ EQUITY,PSSA3 BZ EQUITY,SBSP3 BZ EQUITY,PTBL3 BZ EQUITY,VVAR3 BZ EQUITY,PRNR3 BZ EQUITY,BPAN4 BZ EQUITY,GUAR3 BZ EQUITY,LOGN3 BZ EQUITY,SAPR4 BZ EQUITY,WEGE3 BZ EQUITY,MTRE3 BZ EQUITY,MOVI3 BZ EQUITY,CNTO3 BZ EQUITY,ARZZ3 BZ EQUITY,STBP3 BZ EQUITY,OIBR3 BZ EQUITY,ABCB4 BZ EQUITY,NEOE3 BZ EQUITY,BKBR3 BZ EQUITY,LCAM3 BZ EQUITY,SHOW3 BZ EQUITY,OIBR4 BZ EQUITY,ALPA4 BZ EQUITY,ALSO3 BZ EQUITY,HBOR3 BZ EQUITY,BIDI4 BZ EQUITY,UNIP6 BZ EQUITY,OMGE3 BZ EQUITY,GRND3 BZ EQUITY,POMO3 BZ EQUITY,DIRR3 BZ EQUITY,VIVA3 BZ EQUITY,GBIO33 BZ EQUITY,PMAM3 BZ EQUITY,LEVE3 BZ EQUITY,VLID3 BZ EQUITY,TCSA3 BZ EQUITY,CEAB3 BZ EQUITY,PRIO3 BZ EQUITY,AALR3 BZ EQUITY,ENEV3 BZ EQUITY,VULC3 BZ EQUITY,CGAS5 BZ EQUITY,ANIM3 BZ EQUITY,ALUP11 BZ EQUITY,PARD3 BZ EQUITY,KLBN4 BZ EQUITY,WIZS3 BZ EQUITY,CPFE3 BZ EQUITY,CLSC4 BZ EQUITY,ENGI3 BZ EQUITY,LWSA3 BZ EQUITY,APER3 BZ EQUITY,CAML3 BZ EQUITY,JHSF3 BZ EQUITY,BEES3 BZ EQUITY,SOMA3 BZ EQUITY,WHRL4 BZ EQUITY,SQIA3 BZ EQUITY,BRPR3 BZ EQUITY,SHUL4 BZ EQUITY,JSLG3 BZ EQUITY,AMBP3 BZ EQUITY,RLOG3 BZ EQUITY,GOAU3 BZ EQUITY,LOGG3 BZ EQUITY,FESA4 BZ EQUITY,MEAL3 BZ EQUITY,LJQQ3 BZ EQUITY,DMMO3 BZ EQUITY,TECN3 BZ EQUITY,SCAR3 BZ EQUITY,AGRO3 BZ EQUITY,CCPR3 BZ EQUITY,AURA33 BZ EQUITY,TIET3 BZ EQUITY,COCE5 BZ EQUITY,TRIS3 BZ EQUITY,EVEN3 BZ EQUITY,ITSA3 BZ EQUITY,DMVF3 BZ EQUITY,GEPA4 BZ EQUITY,LLIS3 BZ EQUITY,BBRK3 BZ EQUITY,BIDI11 BZ EQUITY,PGMN3 BZ EQUITY,BSEV3 BZ EQUITY,TGMA3 BZ EQUITY,AMAR3 BZ EQUITY,MILS3 BZ EQUITY,JPSA3 BZ EQUITY,LAVV3 BZ EQUITY,OFSA3 BZ EQUITY,HBSA3 BZ EQUITY,BMGB4 BZ EQUITY,LPSB3 BZ EQUITY,TFCO4 BZ EQUITY,PETZ3 BZ EQUITY,VAMO3 BZ EQUITY,MELK3 BZ EQUITY,PCAR3 BZ EQUITY,BMOB3 BZ EQUITY,ENJU3 BZ EQUITY,ESPA3 BZ EQUITY,BOAS3 BZ EQUITY,WEST3 BZ EQUITY,MDNE3 BZ EQUITY,CURY3 BZ EQUITY,INTB3 BZ EQUITY,ELMD3 BZ EQUITY,RDOR3 BZ EQUITY,MOSI3 BZ EQUITY,PLPL3 BZ EQUITY,ORVR3 BZ EQUITY,RRRP3 BZ EQUITY,MBLY3 BZ EQUITY,SEQL3 BZ EQUITY,CMIN3 BZ EQUITY,JALL3 BZ EQUITY,CASH3 BZ EQUITY,GMAT3 BZ EQUITY,OPCT3 BZ EQUITY,POWE3 BZ EQUITY,ALPK3 BZ EQUITY,NGRD3 BZ EQUITY,HBRE3 BZ EQUITY,CSED3 BZ EQUITY,AERI3 BZ EQUITY
2020-01-15,18.19,36.42,73.471,18.632,29.721,17.82,14.614,59.3,20.0,8.575,28.879,38.727,40.833,16.104,7.145,20.708,27.27,38.945,21.631,36.47,72.629,46.381,15.769,30.129,33.62,52.637,28.557,14.102,16.285,9.929,23.937,19.13,30.142,17.5,7.161,36.97,47.377,51.445,19.548000000000002,22.556,33.112,57.37,12.149,13.984,69.874,74.454,36.006,31.372,35.655,27.207,33.333,28.424,42.013,14.58,54.903,23.41,22.724,16.309,23.262,22.567,38.346,24.97,36.759,36.837,44.577,23.078,12.673,56.7,24.901,16.466,20.228,14.1551,32.89,38.134,30.806,59.208,26.43,47.848,13.386,27.963,44.94,29.549,24.482,43.506,11.91,27.622,4.501,9.303,32.206,21.067,20.608,34.692,50.94,12.35,55.07,61.762,58.908,5.71,13.55,,11.177,27.162,25.38,6.269,34.776,,20.469,42.3,62.145,8.254,0.89,19.287,24.642,18.535,23.376,6.38,1.26,34.427,54.6,23.95,17.965,37.819,41.6,11.906,4.096,16.038,31.532,9.9,28.44,30.115,18.704,19.2,17.2,41.3,21.552,11.625,9.05,216.448,10.933,27.826999999999998,30.036,4.016,13.918,33.894,49.853,12.964,,28.204,8.638,8.592,6.659,,8.571,26.59,15.427,10.961,,,22.72,9.113,32.661,19.909,8.29,,2.5060000000000002,3.42,51.699,19.373,23.699,,3.616,61.282,16.392,16.538,12.798,,47.887,17.9,5.54,54.209,,4.3,39.651,13.86,10.5,39.575,,44.203,,9.554,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,18.132,37.184,73.915,18.858,29.73,18.08,14.744,59.44,19.65,8.656,29.052,38.593,41.303,15.75,7.175,20.904,27.001,38.644,21.826,35.87,71.653,46.588,15.925,30.242,34.08,52.763,29.025,14.185,16.055,9.968,24.085,18.75,30.574,17.99,7.036,36.64,47.603,51.098,19.567,23.139,32.633,57.39,12.557,14.557,70.123,75.59,36.812,31.459,35.827,27.553,33.51,28.493,41.26,14.571,54.655,23.97,22.61,16.488,22.589,22.921,37.974,24.34,36.759,36.431,45.406,23.081,12.701,57.156,24.94,16.649,20.617,13.939,32.956,38.716,30.905,59.993,26.51,48.781,13.336,28.159,44.3,29.519,24.531,43.883,12.1,27.748,4.618,9.581,32.344,20.989,20.588,34.741,50.673,12.02,56.397,62.23,58.57,5.749,13.59,,11.138,27.406,24.89,6.32,35.408,,20.31,40.22,61.966,8.084,0.9,19.441,25.276,19.382,23.473,6.21,1.26,34.467,54.86,23.3,19.049,40.287,40.59,11.906,4.145,16.237,31.95,9.9,33.88,30.183,18.802,18.9,17.57,41.38,21.809,11.705,9.08,217.393,10.973,27.546,29.899,4.076,14.056,34.509,49.368,13.013,,28.11,8.647,8.445,6.64,,8.657,27.3,15.299,10.766,,,22.09,9.065,32.866,20.364,8.27,,2.279,3.5300000000000002,49.513,18.773,23.269,,3.644,60.325,16.372,16.528,12.788,,47.906,19.2,6.35,57.143,,4.95,39.208,13.57,10.43,39.914,,44.193,,9.603,10.0,,,,,18.633,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,18.132,37.467,75.858,18.886,29.873,18.321,14.764,61.35,19.55,8.503,29.189,40.252,42.609,16.157,7.106,21.169,27.567,39.18,21.826,35.75,73.845,47.219,16.071,31.193,34.27,52.676,29.634,14.313,16.083,10.173,24.194,18.97,31.289,18.2,7.079,37.93,49.075,51.426,19.821,23.089,32.696,58.243,12.545,14.421,71.02,76.374,36.858,30.972,35.751,28.028,33.912,28.258,41.438,14.757,54.962,24.39,22.98,16.538,22.108,23.113,39.255,24.3,37.634,37.216,45.876,23.918,12.805,58.652,25.643,16.735,20.897,14.6462,33.184,38.38,31.528,60.798,25.89,49.118,13.558,29.078,43.78,29.849,25.351,44.725,12.1,28.279,4.744,9.67,32.521,21.057,20.738,35.922,52.354,11.67,56.501,62.125,58.183,5.836,13.73,,11.061,27.562,24.52,6.327,36.326,,20.479,39.3,62.283,7.995,0.91,20.699,25.169,18.435,23.853,6.28,1.26,34.347,54.9,23.55,18.502,40.921,40.0,11.965,4.261,15.84,32.289,9.9,31.5,30.281,19.098,18.9,17.8,41.01,21.77,11.55,9.18,207.941,11.12,27.672,29.653,4.066,14.294,35.265,50.736,12.837,,28.531,8.704,8.484,6.621,,8.606,27.48,15.004,10.736,,,21.99,9.181,33.739,20.667,8.28,,2.348,3.48,50.751,18.589,23.718,,3.635,60.947,16.061,16.685,12.921,,48.519,19.38,6.03,56.099,,5.92,39.789,13.67,10.12,40.163,,44.303,,9.855,10.0,,,,,18.633,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,18.229,37.43,75.76,19.062,30.673000000000002,18.725,15.083,61.77,19.39,8.846,28.87,40.655,42.759,16.36,6.929,21.856,27.931,38.578,22.303,36.05,76.068,46.918,15.943,31.871,34.43,52.406,29.175,14.102,15.968,10.592,24.224,18.97,30.68,18.4,7.241,37.8,51.038,51.397,19.868,23.237,32.714,58.936,12.575,14.44,75.425,77.901,36.949,30.553,36.066,28.701,33.833,29.304,42.221,15.213,55.814,24.51,23.661,16.29,22.877,23.486,39.836,24.69,37.753,37.29,46.496,24.09,12.626,58.929,25.526,17.591,21.15,14.6561,32.51,37.65,31.657,62.285,26.43,49.227,13.97,29.146,42.95,29.999,25.804,44.512,12.27,28.826999999999998,4.783,9.66,32.711,21.64,20.877,36.611,52.685,11.53,57.26,63.501,58.328,6.244,14.01,,10.84,28.137,25.3,6.291,37.441,,20.707,40.74,62.65,8.194,0.96,21.111,25.471,18.535,24.009,6.31,1.3900000000000001,34.447,54.45,23.9,18.552,39.663,40.32,11.818,4.291,16.341,31.96,9.93,30.31,30.787,18.704,21.5,17.63,43.06,22.652,11.563,9.17,187.147,11.36,27.953,29.987,4.146,14.559,35.927,51.267,12.798,,28.802,8.883,8.592,6.687,,8.528,29.0,15.063,11.088,,,22.39,9.464,33.641,20.715,8.29,,2.308,3.32,53.396,19.557,23.372,,3.831,59.798,16.294,17.223,12.798,,49.2,19.9,6.15,55.74,,7.67,40.45,13.69,10.03,40.222,,44.72,,9.991,10.15,,,,,18.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,18.171,37.021,76.292,18.888,30.596,18.715,14.644,60.05,18.93,8.629,28.87,39.887,42.007,16.404,6.782,21.395,27.519,37.006,22.293,35.43,74.214,45.561,15.603,31.56,35.54,52.58,28.16,13.928,15.498,10.26,24.085,18.39,29.656,18.58,7.156,36.68,50.518,51.589,19.473,22.675,32.57,59.174,12.705,14.78,76.302,76.442,36.235,26.706,34.881,28.701,33.608,29.696,42.945,15.185,55.338,24.25,24.931,16.7,23.348,23.486,39.073,24.23,37.246,36.505,45.946,23.865,12.334,58.384,26.209,17.37,21.186,14.5284,31.816,36.604,30.707,61.92,26.38,48.83,13.947,29.41,42.7,29.619,25.428,42.316,12.35,28.647,4.813,9.462,32.769,21.018,20.588,37.399,51.463,11.18,57.269,62.995,58.357,6.069,14.32,,10.31,28.322,24.55,6.288,37.007,,20.776,40.8,65.466,8.144,1.04,21.611,25.276,18.086,24.058,6.0,1.5699999999999998,34.996,53.2,22.9,18.303,37.934,40.32,11.75,4.32,16.841,30.994,9.89,28.91,30.855,19.009,20.5,16.95,44.72,22.712,11.633,9.02,181.466,11.993,28.235,29.859,4.066,14.284,35.7,48.552,12.837,,28.765,8.978,8.504,6.525,,8.571,28.5,15.299,10.854,,,22.29,9.337,33.376,20.563,8.4,,2.19,3.2800000000000002,53.386,19.557,23.223,,3.775,59.741,16.109,18.212,12.562,,48.816,19.1,6.3,56.049,,6.2,39.789,14.08,10.13,40.113,,44.412,,9.991,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,18.471,38.604,77.209,19.103,31.282,18.581,15.663,59.6,19.2,8.719,29.683,40.52,44.639,16.36,7.037,21.66,27.855,37.392,22.293,35.6,74.284,45.919,15.548,32.04,36.36,53.438,28.398,13.773,16.141,10.456,24.075,18.47,29.762,18.39,7.105,37.18,50.056,51.599,19.473,22.981,32.742,58.481,12.738,13.644,75.594,78.714,38.259,26.687,34.012,28.216,34.079,30.459,44.095,15.418,55.428,24.15,24.98,17.0,24.175,23.486,40.79,24.32,37.216,37.059,47.746,24.486,12.513,59.275,26.365,17.677,21.006,14.5971,32.006,37.305,30.707,62.659,26.77,49.456,13.892,29.371,44.85,29.289,26.451,42.422,12.1,28.773,4.91,10.78,33.535,21.174,21.677,37.891,51.711,11.3,58.075,63.109,59.063,6.468,15.0,,10.213,28.254,24.0,6.401,38.399,,20.667,41.0,64.157,8.084,0.98,21.486,25.061,18.236,23.999,6.2,1.47,34.547,53.26,23.2,18.273,39.768,41.09,11.672,4.358,16.463,30.635,9.89,29.0,31.255,19.462,21.7,17.09,46.2,22.662,11.785,8.95,189.916,12.43,28.089,29.879,4.305,14.568,35.634,49.615,12.808,,27.549,9.063,8.425,6.64,,8.589,29.0,15.457,11.274000000000001,,,22.16,9.337,33.318,20.771,8.5,,2.19,3.25,53.655,20.09,23.363,,3.841,60.803,16.168,18.446,12.751,,48.232,18.42,6.46,55.203,,6.7,39.75,13.95,9.92,39.914,,44.203,,9.874,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,18.083,38.686,77.279,19.242,30.692,19.331,15.473,61.2,18.99,8.566,29.692,39.955,45.766,16.28,6.998,21.748,28.257,38.023,22.605,34.84,72.4,48.501,15.649000000000001,32.37,39.0,53.756,29.166,13.983,15.901,10.368,24.095,18.86,30.548000000000002,18.96,7.189,39.05,51.028,51.589,20.132,23.445,32.787,59.63,12.804,13.858,75.096,79.027,38.011,26.102,33.897,28.751,34.854,30.752,44.59,15.744,56.527,24.4,24.531,16.77,24.146,23.629,39.864,24.79,37.107,37.807,49.376,24.747,12.758,60.286,26.248,17.716,20.997,14.6266,32.766,38.963,30.914,62.809,26.4,51.351,14.114,29.146,44.45,29.599,26.837,43.254,12.14,28.971,5.056,11.008,34.169,21.115,21.756,37.782,50.976,11.69,57.411,63.119,60.581,6.371,15.16,,10.252,28.478,24.48,6.516,39.139,,21.243,40.68,63.156,8.274000000000001,1.07,22.235,25.071,17.887,24.826999999999998,6.07,1.55,34.617,53.74,23.9,18.303,39.422,41.56,11.682,4.407,17.38,31.163,9.88,28.0,31.547,19.019,21.9,16.95,46.53,22.701999999999998,11.768,9.0,198.489,12.867,28.575,29.682,4.285,14.559,36.21,50.327,12.72,,27.876,9.29,8.788,6.687,,8.589,29.49,15.772,11.245,,,22.41,9.279,33.347,20.572,8.9,,2.289,3.17,53.885,20.003,23.363,,3.841,60.803,16.158,18.799,12.977,,47.897,18.35,6.37,54.706,,6.98,40.253,13.97,10.04,40.063,,44.203,,9.894,9.95,,,,,17.842,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,18.413,38.568,77.279,19.247,30.796,19.081,14.894,59.46,18.55,9.0,30.14,39.168,46.039,16.042,6.88,21.267,28.372,37.204,22.488,33.83,70.407,47.86,15.759,31.39,37.63,54.316,29.007,14.13,15.853,10.134,24.115,18.74,30.318,18.9,7.194,37.82,51.067,51.849,20.076,23.356,32.479,59.273,12.844,12.722,74.0,78.89,37.315,26.57,33.467,28.642,34.471,31.202,43.589,15.558,54.368,24.3,24.633,16.39,23.627,23.591,38.901,24.33,36.5,37.16,49.176,24.281,12.568999999999999,59.592,26.063,17.629,20.888,14.273,32.519,38.627,30.796,62.463,26.55,51.024,14.007,28.638,43.87,29.299,26.567,42.461,12.1,28.8,5.231,10.72,34.262,21.018,21.736,37.202,49.415,11.67,56.805,62.116,60.427,6.506,15.0,,10.001,28.576,24.16,6.578,40.896,,21.243,40.36,63.245,8.164,0.96,22.11,24.71,17.937,24.252,6.25,1.44,34.676,53.44,22.95,17.965,38.27,41.81,11.711,4.523,16.794,31.283,9.91,27.75,31.927,18.714,21.5,17.17,45.5,22.96,11.583,8.9,196.882,12.667,28.866,31.482,4.275,14.943999999999999,35.861,50.66,12.642,,28.204,9.233,8.671,6.869,,8.649000000000001,29.02,15.762,11.538,,,22.09,9.162,33.053,20.364,8.79,,2.161,3.18,54.654,20.061,22.896,,3.747,61.091,15.993,17.761,12.855,,47.418,18.03,6.17,54.01,,7.46,40.44,14.19,9.92,39.416,,43.478,,9.991,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,17.986,37.512,72.672,18.779,30.596,18.696,13.735,57.48,18.14,7.96,29.701,36.694,44.78,15.263,6.88,19.579,27.471,35.586,22.303,31.78,67.976,47.389,15.493,30.317,35.22,54.229,28.239,13.928,15.555,9.372,23.75,18.44,29.621,19.02,7.063,35.3,49.899,50.839,19.492,22.369,31.665,57.628,12.193,11.683,71.887,77.167,35.301,25.615,32.608,27.919,33.441,30.732,41.488,14.776,52.912,23.72,24.831,16.5,22.954,22.663,38.065,23.9,35.644,36.126,47.466,23.885,12.296,58.315,25.194,16.88,20.463,13.5559,31.816,38.282,29.499,58.927,26.29,51.054,13.421,26.683,40.93,28.029,25.525,42.045,11.22,28.333,4.91,9.957,33.149,19.581,20.787,36.68,46.393,11.28,57.279,60.635,59.566,6.04,13.9,,9.732,28.332,23.46,6.436,40.442,,20.737,39.7,62.154,7.826,0.98,21.601,24.73,17.688,23.629,5.98,1.42,34.547,52.32,21.2,16.911,36.234,41.4,11.447,4.281,16.161,30.386,9.89,27.21,31.372,18.369,20.0,16.49,44.78,22.117,11.37,8.6,192.799,12.22,28.778,31.364,4.096,14.385,34.981,51.277,12.584,,27.24,8.95,8.052,6.7059999999999995,,8.606,27.73,15.26,11.049,,,21.65,8.676,31.837,19.53,8.63,,2.072,3.01,52.398,19.218,22.896,,3.551,60.794,15.409,16.665,12.562,,48.836,17.16,5.71,50.827,,7.1,39.405,13.7,9.49,38.222,,42.217,,9.884,9.31,,,,,18.732,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,18.229,38.822,74.172,19.433,30.93,18.725,13.625,62.41,18.2,8.087,30.414,36.684,46.124,15.44,7.126,19.824,27.807,36.141,22.557,31.36,70.248,47.775,15.686,31.146,34.17,55.145,28.31,14.185,16.131,9.626,24.322,18.8,29.656,19.1,7.229,36.19,51.264,51.483,19.614,23.089,31.674,57.965,12.446,11.799,74.797,78.675,36.903,25.762,32.302,28.167,34.0,31.887,43.143,15.083,53.615,23.9,24.805,17.02,22.858,22.864,40.254,23.9,35.237,36.357,49.036,24.642,12.343,59.097,25.487,17.062,20.572,14.047,31.807,39.959,30.192,60.302,26.46,52.503,14.217,27.553,41.65,28.799,26.007,42.18,11.57,28.764,4.929,9.947,33.825,19.523,20.807,35.991,47.027,11.7,57.809,62.077,62.39,6.293,14.64,,9.481,28.956,24.7,6.594,41.469,,21.154,41.34,63.096,7.905,0.96,21.784,25.042,17.668,24.155,5.9,1.43,36.993,53.7,22.0,16.861,36.119,41.55,11.652,4.329,16.142,31.263,9.89,26.3,31.498,18.704,20.2,16.8,47.6,21.948,11.523,8.8,195.625,12.233,29.225,31.973,4.096,14.651,35.18,52.227,12.74,,27.352,8.693999999999999,8.101,6.773,,8.692,28.35,15.457,11.274000000000001,,,21.64,8.812,32.798,19.719,8.68,,2.042,2.9699999999999998,53.605,19.18,24.11,,3.691,60.612,16.236,16.773,12.609,,48.28,17.5,5.64,50.638,,7.15,40.273,13.87,9.7,39.018,,43.21,,9.894,9.8,,,,,18.732,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,17.744,38.704,73.886,19.479,29.654,18.292,13.345,59.87,18.18,8.087,30.185,35.994,45.672,14.865,6.841,19.766,27.471,34.823,21.933,31.1,70.248,46.598,15.585,30.825,32.85,54.624,27.71,14.102,15.565,9.44,23.957,18.96,29.233,18.87,7.156,34.94,50.881,51.031,19.388,23.297,32.226,57.588,12.207,11.585,75.186,78.322,37.105,25.693,33.2,28.098,34.373,31.261,42.063,14.85,53.526,23.97,25.544,16.87,22.608,22.347,39.973,23.65,34.64,36.043,48.346,24.294,12.211,59.424,24.999,17.101,20.391,13.772,31.313,41.725,30.053,60.031,26.4,53.843,14.291,26.771,41.02,28.849,25.196,41.397,11.1,28.575,4.783,9.789,33.291,20.436,21.127,36.66,46.614,11.7,57.43,64.008,60.359,5.934,14.45,,9.5,29.688,24.0,6.471,41.844,,21.054,41.62,63.691,7.846,0.99,21.457,25.774,16.901,24.106,5.8,1.41,37.911,53.5,21.75,16.672,35.062,40.92,11.486,4.242,16.426,31.88,9.9,25.97,31.537,18.596,19.9,16.6,45.76,21.938,11.278,8.79,194.709,12.133,29.468,31.698,4.225,14.761,36.144,53.176,12.789,,27.576999999999998,8.553,8.238,6.859,,8.606,27.0,15.664,11.92,,,21.38,8.637,31.954,19.293,8.8,,1.9929999999999999,2.81,53.556,18.608,24.41,,3.635,61.139,16.333,17.076,12.581,,,17.77,5.33,49.285,,6.8,40.707,13.85,9.29,39.058,,44.005,,9.603,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,17.783,37.676,74.369,18.97,30.13,18.099,13.395,59.71,18.1,7.599,29.591,36.128,45.86,15.068,6.968,20.354,27.778,34.09,21.66,30.6,70.078,46.918,15.264,30.571,31.8,54.007,27.975,13.901,15.622,9.665,24.066,18.76,29.524,18.36,7.043,35.04,51.323,50.531,19.294,22.823,32.217,56.429,11.97,11.09,73.751,78.998,36.546,25.119,33.869,27.415,34.353,30.41,41.329,14.673,52.962,23.43,24.891,16.72,22.012,21.39,40.127,23.22,34.242,35.719,48.946,24.03,12.315,58.632,24.647,16.995,20.192,13.6541,31.769,40.906,30.677,59.236,25.77,53.426,14.094,26.341,40.51,28.939,25.052,41.706,10.82,28.18,4.861,9.68,32.698,20.562,21.167,35.883,47.302,11.49,56.738,62.507,60.253,5.7780000000000005,14.65,,9.259,29.551,23.51,6.423,40.442,,21.283,40.0,62.303,7.696,0.98,21.121,25.676,16.452,23.892,5.41,1.37,36.793,52.96,21.9,16.234,33.132,39.93,11.428,4.271,15.877,32.08,9.91,25.41,30.173,17.956,18.9,16.44,47.3,21.502,11.12,8.8,195.663,12.33,29.4,29.958,4.106,14.806000000000001,36.362,52.227,12.369,,26.286,8.609,8.121,6.773,,8.477,26.3,15.388,11.44,,,21.25,8.54,31.081,18.847,8.64,,1.874,2.94,52.907,18.299,24.755,,3.56,59.674,15.827,16.636,12.741,,47.868,17.58,5.01,47.843,,6.08,40.431,13.7,9.25,38.65,,42.912,,9.38,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,17.308,37.193,73.974,18.344,29.502,17.56,12.886,59.26,18.14,7.355,29.061,35.495,45.297,14.422,6.958,19.677,27.615,34.344,21.777,30.55,69.969,45.731,15.282,29.94,31.55,53.206,27.666,13.681000000000001,15.075,9.304,23.533,18.4,29.03,17.73,7.043,34.25,51.735,50.097,18.908,22.3,31.466,55.11,11.962,11.585,70.96,78.038,35.914,24.174,33.983,27.257,34.03,29.901,41.091,14.207,52.783,22.9,24.676,16.75,21.897,20.787,40.727,23.2,33.943,35.544,47.576,24.675,12.108,56.899,24.472,16.976,20.074,13.3594,31.171,40.541,30.043,58.927,24.89,53.227,13.92,26.957,39.67,28.449,24.376,40.709,10.97,27.847,4.7059999999999995,9.541,32.634,20.261,20.728,35.214,46.173,11.62,56.284,63.186,59.005,5.807,14.0,,9.365,28.303,22.71,6.407,38.902,,20.896,39.45,59.785,7.487,0.98,20.843,25.11,16.303,22.996,5.15,1.35,35.785,52.59,21.55,15.876,31.404,39.7,11.203,4.193,15.424,31.352,9.92,25.46,30.3,17.296,18.3,16.0,47.93,20.847,10.933,8.52,189.141,12.303,28.71,28.807,4.076,14.303,36.182,50.831,12.506,,26.66,8.496,7.728,6.697,,8.348,25.17,15.329,11.538,,,20.67,8.316,30.993,18.487,8.7,,1.795,2.77,51.589,18.85,24.232,,3.429,59.75,15.866,16.372,12.392,,47.897,17.0,4.73,46.898,,6.17,39.208,13.41,9.19,38.49,,41.71,,9.263,8.9,,,,,18.732,,,,,,,,,,,,,,,,,,,,,,,,,,,
